file_name,accession,name,full_header
PQ571151.fasta,PQ571151.1,"Liparis campylostalix chloroplast, complete genome","PQ571151.1 Liparis campylostalix chloroplast, complete genome"
PQ571144.fasta,PQ571144.1,"Liparis elliptica chloroplast, complete genome","PQ571144.1 Liparis elliptica chloroplast, complete genome"
PQ571147.fasta,PQ571147.1,"Liparis nervosa chloroplast, complete genome","PQ571147.1 Liparis nervosa chloroplast, complete genome"
PQ571148.fasta,PQ571148.1,"Liparis odorata chloroplast, complete genome","PQ571148.1 Liparis odorata chloroplast, complete genome"
PQ571152.fasta,PQ571152.1,"Liparis petiolata chloroplast, complete genome","PQ571152.1 Liparis petiolata chloroplast, complete genome"
PQ571157.fasta,PQ571157.1,"Liparis resupinata chloroplast, complete genome","PQ571157.1 Liparis resupinata chloroplast, complete genome"
PQ571149.fasta,PQ571149.1,"Liparis sootenzanensis chloroplast, complete genome","PQ571149.1 Liparis sootenzanensis chloroplast, complete genome"
PP498687.1.fasta,PP498687.1,"Liparis sp. (in: ray-finned fishes) chloroplast, complete genome","PP498687.1 Liparis sp. (in: ray-finned fishes) chloroplast, complete genome"
PQ571153.fasta,PQ571153.1,"Liparis tsii chloroplast, complete genome","PQ571153.1 Liparis tsii chloroplast, complete genome"
ON729381.fasta,ON729381.1,"Liquidambar acalycina chloroplast, complete genome","ON729381.1 Liquidambar acalycina chloroplast, complete genome"
ON729376.fasta,ON729376.1,"Liquidambar chinensis chloroplast, complete genome","ON729376.1 Liquidambar chinensis chloroplast, complete genome"
PX503656.fasta,PX503656.1,"Liquidambar formosana chloroplast, complete genome","PX503656.1 Liquidambar formosana chloroplast, complete genome"
ON729382.fasta,ON729382.1,"Liquidambar styraciflua chloroplast, complete genome","ON729382.1 Liquidambar styraciflua chloroplast, complete genome"
ON729377.fasta,ON729377.1,"Liquidambar yunnanensis chloroplast, complete genome","ON729377.1 Liquidambar yunnanensis chloroplast, complete genome"
PP078673.fasta,PP078673.1,"Liriope graminifolia isolate ZSY0179 chloroplast, complete genome","PP078673.1 Liriope graminifolia isolate ZSY0179 chloroplast, complete genome"
PV455322.fasta,PV455322.1,"Liriope muscari chloroplast, complete genome","PV455322.1 Liriope muscari chloroplast, complete genome"
PX109645.fasta,PX109645.1,"Litchi chinensis chloroplast, complete genome","PX109645.1 Litchi chinensis chloroplast, complete genome"
PQ276669.fasta,PQ276669.1,"Lithocarpus amygdalifolius chloroplast, complete genome","PQ276669.1 Lithocarpus amygdalifolius chloroplast, complete genome"
PQ276671.fasta,PQ276671.1,"Lithocarpus areca chloroplast, complete genome","PQ276671.1 Lithocarpus areca chloroplast, complete genome"
PQ276666.fasta,PQ276666.1,"Lithocarpus brevicaudatus chloroplast, complete genome","PQ276666.1 Lithocarpus brevicaudatus chloroplast, complete genome"
OR936139.fasta,OR936139.1,"Lithocarpus dealbatus chloroplast, complete genome","OR936139.1 Lithocarpus dealbatus chloroplast, complete genome"
PQ276667.fasta,PQ276667.1,"Lithocarpus elizabethiae chloroplast, complete genome","PQ276667.1 Lithocarpus elizabethiae chloroplast, complete genome"
OR832175.fasta,OR832175.1,"Lithocarpus fenestratus chloroplast, complete genome","OR832175.1 Lithocarpus fenestratus chloroplast, complete genome"
PQ276656.fasta,PQ276656.1,"Lithocarpus fohaiensis chloroplast, complete genome","PQ276656.1 Lithocarpus fohaiensis chloroplast, complete genome"
PQ276659.fasta,PQ276659.1,"Lithocarpus grandifolius chloroplast, complete genome","PQ276659.1 Lithocarpus grandifolius chloroplast, complete genome"
PQ276663.fasta,PQ276663.1,"Lithocarpus gymnocarpus chloroplast, complete genome","PQ276663.1 Lithocarpus gymnocarpus chloroplast, complete genome"
PQ276665.fasta,PQ276665.1,"Lithocarpus konishii chloroplast, complete genome","PQ276665.1 Lithocarpus konishii chloroplast, complete genome"
PV191269.fasta,PV191269.1,"Lithocarpus longanoides chloroplast, complete genome","PV191269.1 Lithocarpus longanoides chloroplast, complete genome"
PQ276670.fasta,PQ276670.1,"Lithocarpus longzhouicus chloroplast, complete genome","PQ276670.1 Lithocarpus longzhouicus chloroplast, complete genome"
OR805597.fasta,OR805597.1,"Lithocarpus oleifolius chloroplast, complete genome","OR805597.1 Lithocarpus oleifolius chloroplast, complete genome"
PQ276660.fasta,PQ276660.1,"Lithocarpus pachylepis chloroplast, complete genome","PQ276660.1 Lithocarpus pachylepis chloroplast, complete genome"
PQ276657.fasta,PQ276657.1,"Lithocarpus sp. chloroplast, complete genome","PQ276657.1 Lithocarpus sp. chloroplast, complete genome"
PQ276658.fasta,PQ276658.1,"Lithocarpus sphaerocarpus chloroplast, complete genome","PQ276658.1 Lithocarpus sphaerocarpus chloroplast, complete genome"
PQ276662.fasta,PQ276662.1,"Lithocarpus tabularis chloroplast, complete genome","PQ276662.1 Lithocarpus tabularis chloroplast, complete genome"
PQ276664.fasta,PQ276664.1,"Lithocarpus uvariifolius chloroplast, complete genome","PQ276664.1 Lithocarpus uvariifolius chloroplast, complete genome"
PQ276661.fasta,PQ276661.1,"Lithocarpus xylocarpus chloroplast, complete genome","PQ276661.1 Lithocarpus xylocarpus chloroplast, complete genome"
LC774945.fasta,LC774945.1,"Lithospermum erythrorhizon Siebold et Zuccarini chloroplast DNA, complete genome","LC774945.1 Lithospermum erythrorhizon Siebold et Zuccarini chloroplast DNA, complete genome"
OR264252.fasta,OR264252.1,"Litsea glutinosa voucher XTBGLQM0592 chloroplast, complete genome","OR264252.1 Litsea glutinosa voucher XTBGLQM0592 chloroplast, complete genome"
OR264253.fasta,OR264253.1,"Litsea mollis voucher CFL2678 chloroplast, complete genome","OR264253.1 Litsea mollis voucher CFL2678 chloroplast, complete genome"
PX371942.1.fasta,PX371942.1,"Lobocharacium coloradoense isolate SH-6 voucher FACHB-3860 chloroplast, complete genome","PX371942.1 Lobocharacium coloradoense isolate SH-6 voucher FACHB-3860 chloroplast, complete genome"
PP484613.fasta,PP484613.1,"Lolium arundinaceum chloroplast, complete genome","PP484613.1 Lolium arundinaceum chloroplast, complete genome"
PP484614.fasta,PP484614.1,"Lolium multiflorum chloroplast, complete genome","PP484614.1 Lolium multiflorum chloroplast, complete genome"
PP165054.fasta,PP165054.1,"Lomelosia graminifolia subsp. graminifolia chloroplast, complete genome","PP165054.1 Lomelosia graminifolia subsp. graminifolia chloroplast, complete genome"
PP697918.fasta,PP697918.1,"Lonicera acuminata voucher WYJ202307095 chloroplast, complete genome","PP697918.1 Lonicera acuminata voucher WYJ202307095 chloroplast, complete genome"
PP165069.fasta,PP165069.1,"Lonicera alpigena subsp. alpigena chloroplast, complete genome","PP165069.1 Lonicera alpigena subsp. alpigena chloroplast, complete genome"
PP697894.fasta,PP697894.1,"Lonicera angustifolia var. myrtillus voucher WYJ202307055 chloroplast, complete genome","PP697894.1 Lonicera angustifolia var. myrtillus voucher WYJ202307055 chloroplast, complete genome"
PP697884.fasta,PP697884.1,"Lonicera angustifolia voucher WYJ202307030 chloroplast, complete genome","PP697884.1 Lonicera angustifolia voucher WYJ202307030 chloroplast, complete genome"
PP697917.fasta,PP697917.1,"Lonicera bournei voucher WYJ202307037 chloroplast, complete genome","PP697917.1 Lonicera bournei voucher WYJ202307037 chloroplast, complete genome"
PV026015.fasta,PV026015.1,"Lonicera caerulea var. altaica isolate ipbb_18.2.1.1 chloroplast, complete genome","PV026015.1 Lonicera caerulea var. altaica isolate ipbb_18.2.1.1 chloroplast, complete genome"
PV026016.fasta,PV026016.1,"Lonicera caerulea var. pallasii isolate ipbb_18.2.2.1 chloroplast, complete genome","PV026016.1 Lonicera caerulea var. pallasii isolate ipbb_18.2.2.1 chloroplast, complete genome"
PP697861.fasta,PP697861.1,"Lonicera caerulea voucher WYJ202108539 chloroplast, complete genome","PP697861.1 Lonicera caerulea voucher WYJ202108539 chloroplast, complete genome"
PP697934.fasta,PP697934.1,"Lonicera chrysantha voucher WYJ202307078 chloroplast, complete genome","PP697934.1 Lonicera chrysantha voucher WYJ202307078 chloroplast, complete genome"
PP697923.fasta,PP697923.1,"Lonicera confusa voucher WYJ202307093 chloroplast, complete genome","PP697923.1 Lonicera confusa voucher WYJ202307093 chloroplast, complete genome"
PP697858.fasta,PP697858.1,"Lonicera cyanocarpa voucher WYJ202208003 chloroplast, complete genome","PP697858.1 Lonicera cyanocarpa voucher WYJ202208003 chloroplast, complete genome"
PP697860.fasta,PP697860.1,"Lonicera ferdinandi voucher WYJ202208021 chloroplast, complete genome","PP697860.1 Lonicera ferdinandi voucher WYJ202208021 chloroplast, complete genome"
PP697896.fasta,PP697896.1,"Lonicera fragrantissima voucher WYJ202108498 chloroplast, complete genome","PP697896.1 Lonicera fragrantissima voucher WYJ202108498 chloroplast, complete genome"
PP697865.fasta,PP697865.1,"Lonicera gynochlamydea voucher WYJ202108475 chloroplast, complete genome","PP697865.1 Lonicera gynochlamydea voucher WYJ202108475 chloroplast, complete genome"
PP697910.fasta,PP697910.1,"Lonicera hispida voucher WYJ202307021 chloroplast, complete genome","PP697910.1 Lonicera hispida voucher WYJ202307021 chloroplast, complete genome"
PP697920.fasta,PP697920.1,"Lonicera hypoglauca voucher WYJ202307096 chloroplast, complete genome","PP697920.1 Lonicera hypoglauca voucher WYJ202307096 chloroplast, complete genome"
PP697852.fasta,PP697852.1,"Lonicera japonica voucher WYJ202106852 chloroplast, complete genome","PP697852.1 Lonicera japonica voucher WYJ202106852 chloroplast, complete genome"
PP697895.fasta,PP697895.1,"Lonicera kansuensis voucher WYJ202208020 chloroplast, complete genome","PP697895.1 Lonicera kansuensis voucher WYJ202208020 chloroplast, complete genome"
PP697875.fasta,PP697875.1,"Lonicera lanceolata voucher WYJ202108562 chloroplast, complete genome","PP697875.1 Lonicera lanceolata voucher WYJ202108562 chloroplast, complete genome"
PP697893.fasta,PP697893.1,"Lonicera ligustrina var. pileata voucher WYJ202307094 chloroplast, complete genome","PP697893.1 Lonicera ligustrina var. pileata voucher WYJ202307094 chloroplast, complete genome"
PP697864.fasta,PP697864.1,"Lonicera ligustrina voucher WYJ202108493 chloroplast, complete genome","PP697864.1 Lonicera ligustrina voucher WYJ202108493 chloroplast, complete genome"
PP697898.fasta,PP697898.1,"Lonicera litangensis voucher WYJ202108553 chloroplast, complete genome","PP697898.1 Lonicera litangensis voucher WYJ202108553 chloroplast, complete genome"
PP697926.fasta,PP697926.1,"Lonicera longiflora voucher WYJ202307083 chloroplast, complete genome","PP697926.1 Lonicera longiflora voucher WYJ202307083 chloroplast, complete genome"
PP697937.fasta,PP697937.1,"Lonicera maackii voucher WYJ202307110 chloroplast, complete genome","PP697937.1 Lonicera maackii voucher WYJ202307110 chloroplast, complete genome"
PQ557619.fasta,PQ557619.1,"Lonicera macranthoides isolate YCL chloroplast, complete genome","PQ557619.1 Lonicera macranthoides isolate YCL chloroplast, complete genome"
PV026018.fasta,PV026018.1,"Lonicera micrantha isolate ipbb_18.2.5.1 chloroplast, complete genome","PV026018.1 Lonicera micrantha isolate ipbb_18.2.5.1 chloroplast, complete genome"
PP697868.fasta,PP697868.1,"Lonicera microphylla voucher WYJ201904729 chloroplast, complete genome","PP697868.1 Lonicera microphylla voucher WYJ201904729 chloroplast, complete genome"
PP697871.fasta,PP697871.1,"Lonicera nervosa voucher WYJ202208004 chloroplast, complete genome","PP697871.1 Lonicera nervosa voucher WYJ202208004 chloroplast, complete genome"
PP165070.fasta,PP165070.1,"Lonicera nigra chloroplast, complete genome","PP165070.1 Lonicera nigra chloroplast, complete genome"
PP697870.fasta,PP697870.1,"Lonicera prostrata voucher WYJ202108668 chloroplast, complete genome","PP697870.1 Lonicera prostrata voucher WYJ202108668 chloroplast, complete genome"
PP697929.fasta,PP697929.1,"Lonicera reticulata voucher WYJ202307092 chloroplast, complete genome","PP697929.1 Lonicera reticulata voucher WYJ202307092 chloroplast, complete genome"
PP697854.fasta,PP697854.1,"Lonicera rupicola var. minuta voucher WYJ202008122 chloroplast, complete genome","PP697854.1 Lonicera rupicola var. minuta voucher WYJ202008122 chloroplast, complete genome"
PP697887.fasta,PP697887.1,"Lonicera rupicola var. syringantha voucher WYJ202307063 chloroplast, complete genome","PP697887.1 Lonicera rupicola var. syringantha voucher WYJ202307063 chloroplast, complete genome"
PP697941.fasta,PP697941.1,"Lonicera ruprechtiana voucher WYJ202307072 chloroplast, complete genome","PP697941.1 Lonicera ruprechtiana voucher WYJ202307072 chloroplast, complete genome"
PP697900.fasta,PP697900.1,"Lonicera scabrida voucher WYJ202307079 chloroplast, complete genome","PP697900.1 Lonicera scabrida voucher WYJ202307079 chloroplast, complete genome"
PP697902.fasta,PP697902.1,"Lonicera semenovii voucher WYJ202307042 chloroplast, complete genome","PP697902.1 Lonicera semenovii voucher WYJ202307042 chloroplast, complete genome"
PP697890.fasta,PP697890.1,"Lonicera sempervirens voucher WYJ202309142 chloroplast, complete genome","PP697890.1 Lonicera sempervirens voucher WYJ202309142 chloroplast, complete genome"
PP697853.fasta,PP697853.1,"Lonicera similis voucher WYJ202107266 chloroplast, complete genome","PP697853.1 Lonicera similis voucher WYJ202107266 chloroplast, complete genome"
PP697878.fasta,PP697878.1,"Lonicera spinosa voucher WYJ202307025 chloroplast, complete genome","PP697878.1 Lonicera spinosa voucher WYJ202307025 chloroplast, complete genome"
PP697906.fasta,PP697906.1,"Lonicera stephanocarpa voucher WYJ202108571 chloroplast, complete genome","PP697906.1 Lonicera stephanocarpa voucher WYJ202108571 chloroplast, complete genome"
PP697885.fasta,PP697885.1,"Lonicera tangutica voucher WYJ202307038 chloroplast, complete genome","PP697885.1 Lonicera tangutica voucher WYJ202307038 chloroplast, complete genome"
PP697946.fasta,PP697946.1,"Lonicera tatarica voucher WYJ202309144 chloroplast, complete genome","PP697946.1 Lonicera tatarica voucher WYJ202309144 chloroplast, complete genome"
PP697880.fasta,PP697880.1,"Lonicera tomentella voucher WYJ202307031 chloroplast, complete genome","PP697880.1 Lonicera tomentella voucher WYJ202307031 chloroplast, complete genome"
PP697892.fasta,PP697892.1,"Lonicera tragophylla voucher WYJ202107488 chloroplast, complete genome","PP697892.1 Lonicera tragophylla voucher WYJ202107488 chloroplast, complete genome"
PP697942.fasta,PP697942.1,"Lonicera trichosantha voucher WYJ202307011 chloroplast, complete genome","PP697942.1 Lonicera trichosantha voucher WYJ202307011 chloroplast, complete genome"
PP697877.fasta,PP697877.1,"Lonicera tubuliflora voucher WYJ202307069 chloroplast, complete genome","PP697877.1 Lonicera tubuliflora voucher WYJ202307069 chloroplast, complete genome"
PP697933.fasta,PP697933.1,"Lonicera webbiana voucher WYJ202307039 chloroplast, complete genome","PP697933.1 Lonicera webbiana voucher WYJ202307039 chloroplast, complete genome"
PP165071.fasta,PP165071.1,"Lonicera xylosteum chloroplast, complete genome","PP165071.1 Lonicera xylosteum chloroplast, complete genome"
ON729350.fasta,ON729350.1,"Loropetalum chinense chloroplast, complete genome","ON729350.1 Loropetalum chinense chloroplast, complete genome"
ON729351.fasta,ON729351.1,"Loropetalum chinense var. rubrum chloroplast, complete genome","ON729351.1 Loropetalum chinense var. rubrum chloroplast, complete genome"
ON729349.fasta,ON729349.1,"Loropetalum subcordatum chloroplast, complete genome","ON729349.1 Loropetalum subcordatum chloroplast, complete genome"
PV870765.fasta,PV870765.1,"Lotononis involucrata voucher OM2889-Michelle Lab chloroplast, complete genome","PV870765.1 Lotononis involucrata voucher OM2889-Michelle Lab chloroplast, complete genome"
PQ539372.fasta,PQ539372.1,"Lotus conjugatus chloroplast, complete genome","PQ539372.1 Lotus conjugatus chloroplast, complete genome"
PP203130.fasta,PP203130.1,"Lotus corniculatus subsp. corniculatus chloroplast, complete genome","PP203130.1 Lotus corniculatus subsp. corniculatus chloroplast, complete genome"
PV870832.fasta,PV870832.1,"Lotus corniculatus voucher Yi15327-YiLab chloroplast, complete genome","PV870832.1 Lotus corniculatus voucher Yi15327-YiLab chloroplast, complete genome"
PQ539369.fasta,PQ539369.1,"Lotus dorycnium chloroplast, complete genome","PQ539369.1 Lotus dorycnium chloroplast, complete genome"
PV870842.fasta,PV870842.1,"Lotus fulgurans voucher Yi15489-Kew chloroplast, complete genome","PV870842.1 Lotus fulgurans voucher Yi15489-Kew chloroplast, complete genome"
PQ539373.fasta,PQ539373.1,"Lotus graecus chloroplast, complete genome","PQ539373.1 Lotus graecus chloroplast, complete genome"
PQ539374.fasta,PQ539374.1,"Lotus herbaceus chloroplast, complete genome","PQ539374.1 Lotus herbaceus chloroplast, complete genome"
