accession,filename,size_bp,size_kb,size_mb
OQ029584,OQ029584.fasta,169477,169.48,0.169
OQ029585,OQ029585.fasta,169121,169.12,0.169
OQ029586,OQ029586.fasta,169957,169.96,0.17
OQ091925,OQ091925.fasta,169986,169.99,0.17
OQ091926,OQ091926.fasta,169372,169.37,0.169
OQ091927,OQ091927.fasta,169870,169.87,0.17
OQ091929,OQ091929.fasta,169444,169.44,0.169
OQ091930,OQ091930.fasta,169866,169.87,0.17
OQ148756,OQ148756.fasta,161911,161.91,0.162
OQ161285,OQ161285.fasta,152958,152.96,0.153
OQ198448,OQ198448.fasta,154034,154.03,0.154
OQ198449,OQ198449.fasta,153941,153.94,0.154
OQ198450,OQ198450.fasta,153494,153.49,0.153
OQ198451,OQ198451.fasta,153893,153.89,0.154
OQ198453,OQ198453.fasta,154544,154.54,0.155
OQ220351,OQ220351.fasta,158356,158.36,0.158
OQ348517,OQ348517.fasta,158134,158.13,0.158
OQ351328,OQ351328.fasta,164831,164.83,0.165
OQ396765,OQ396765.fasta,153837,153.84,0.154
OQ446465,OQ446465.fasta,155864,155.86,0.156
OQ503539,OQ503539.fasta,157098,157.1,0.157
OQ503544,OQ503544.fasta,157058,157.06,0.157
OQ503545,OQ503545.fasta,156765,156.76,0.157
OQ503547,OQ503547.fasta,157033,157.03,0.157
OQ503548,OQ503548.fasta,156778,156.78,0.157
OQ503549,OQ503549.fasta,157002,157.0,0.157
OQ503550,OQ503550.fasta,156759,156.76,0.157
OQ503551,OQ503551.fasta,156611,156.61,0.157
OQ503552,OQ503552.fasta,156655,156.66,0.157
OQ503553,OQ503553.fasta,156546,156.55,0.157
OQ503554,OQ503554.fasta,156894,156.89,0.157
OQ503556,OQ503556.fasta,157026,157.03,0.157
OQ503558,OQ503558.fasta,157129,157.13,0.157
OQ503567,OQ503567.fasta,157029,157.03,0.157
OQ503591,OQ503591.fasta,156973,156.97,0.157
OQ503592,OQ503592.fasta,157034,157.03,0.157
OQ503595,OQ503595.fasta,157169,157.17,0.157
OQ503598,OQ503598.fasta,156850,156.85,0.157
OQ503604,OQ503604.fasta,156990,156.99,0.157
OQ503613,OQ503613.fasta,157092,157.09,0.157
OQ503614,OQ503614.fasta,156450,156.45,0.156
OQ503616,OQ503616.fasta,156892,156.89,0.157
OQ503617,OQ503617.fasta,156978,156.98,0.157
OQ503618,OQ503618.fasta,156988,156.99,0.157
OQ503619,OQ503619.fasta,156651,156.65,0.157
OQ503623,OQ503623.fasta,157098,157.1,0.157
OQ549889,OQ549889.fasta,158010,158.01,0.158
OQ549890,OQ549890.fasta,157929,157.93,0.158
OQ549891,OQ549891.fasta,157951,157.95,0.158
OQ549893,OQ549893.fasta,157805,157.81,0.158
OQ549894,OQ549894.fasta,158037,158.04,0.158
OQ549896,OQ549896.fasta,158509,158.51,0.159
OQ549897,OQ549897.fasta,157937,157.94,0.158
OQ549899,OQ549899.fasta,157965,157.97,0.158
OQ549900,OQ549900.fasta,158468,158.47,0.158
OQ549901,OQ549901.fasta,157929,157.93,0.158
OQ549902,OQ549902.fasta,157966,157.97,0.158
OQ549903,OQ549903.fasta,157708,157.71,0.158
OQ549907,OQ549907.fasta,157890,157.89,0.158
OQ549908,OQ549908.fasta,158023,158.02,0.158
OQ564492,OQ564492.fasta,149384,149.38,0.149
OQ570471,OQ570471.fasta,146960,146.96,0.147
OQ570472,OQ570472.fasta,147946,147.95,0.148
OQ570473,OQ570473.fasta,147473,147.47,0.147
OQ570474,OQ570474.fasta,145374,145.37,0.145
OQ570475,OQ570475.fasta,146848,146.85,0.147
OQ570476,OQ570476.fasta,154215,154.22,0.154
OQ570477,OQ570477.fasta,155651,155.65,0.156
OQ579166,OQ579166.fasta,156751,156.75,0.157
OQ596334,OQ596334.fasta,153871,153.87,0.154
OQ596335,OQ596335.fasta,153780,153.78,0.154
OQ596336,OQ596336.fasta,153833,153.83,0.154
OQ596337,OQ596337.fasta,153626,153.63,0.154
OQ596338,OQ596338.fasta,153675,153.68,0.154
OQ596339,OQ596339.fasta,153866,153.87,0.154
OQ736726,OQ736726.fasta,123522,123.52,0.124
OQ736727,OQ736727.fasta,122365,122.36,0.122
OQ736728,OQ736728.fasta,122367,122.37,0.122
OQ736729,OQ736729.fasta,122773,122.77,0.123
OQ736730,OQ736730.fasta,122603,122.6,0.123
OQ736731,OQ736731.fasta,122800,122.8,0.123
OQ736733,OQ736733.fasta,120689,120.69,0.121
OQ736734,OQ736734.fasta,121614,121.61,0.122
OQ736735,OQ736735.fasta,121141,121.14,0.121
OQ736736,OQ736736.fasta,122717,122.72,0.123
OQ736737,OQ736737.fasta,122450,122.45,0.122
OQ736738,OQ736738.fasta,123032,123.03,0.123
OQ736740,OQ736740.fasta,121428,121.43,0.121
OQ736741,OQ736741.fasta,122066,122.07,0.122
OQ736742,OQ736742.fasta,122963,122.96,0.123
OQ736743,OQ736743.fasta,121220,121.22,0.121
OQ736744,OQ736744.fasta,122957,122.96,0.123
OQ736745,OQ736745.fasta,123126,123.13,0.123
OQ736746,OQ736746.fasta,122682,122.68,0.123
OQ736748,OQ736748.fasta,123005,123.0,0.123
OQ736749,OQ736749.fasta,121344,121.34,0.121
OQ737789,OQ737789.fasta,166634,166.63,0.167
OQ834951,OQ834951.fasta,158323,158.32,0.158
OQ834952,OQ834952.fasta,155163,155.16,0.155
OQ835381,OQ835381.fasta,158641,158.64,0.159
OQ851309,OQ851309.fasta,156998,157.0,0.157
OQ851310,OQ851310.fasta,156744,156.74,0.157
OQ851311,OQ851311.fasta,156787,156.79,0.157
OQ851313,OQ851313.fasta,156735,156.74,0.157
OQ851314,OQ851314.fasta,156828,156.83,0.157
OQ851315,OQ851315.fasta,156735,156.74,0.157
OQ851318,OQ851318.fasta,156757,156.76,0.157
OQ851320,OQ851320.fasta,156779,156.78,0.157
OQ851321,OQ851321.fasta,156683,156.68,0.157
OQ851327,OQ851327.fasta,156779,156.78,0.157
OQ851328,OQ851328.fasta,156875,156.88,0.157
OQ851329,OQ851329.fasta,156766,156.77,0.157
OQ851331,OQ851331.fasta,156997,157.0,0.157
OQ851332,OQ851332.fasta,157064,157.06,0.157
OQ851342,OQ851342.fasta,156786,156.79,0.157
OQ851347,OQ851347.fasta,156968,156.97,0.157
OQ928152,OQ928152.fasta,155333,155.33,0.155
OQ928153,OQ928153.fasta,155618,155.62,0.156
OQ928156,OQ928156.fasta,155572,155.57,0.156
OR134583,OR134583.fasta,175472,175.47,0.175
OR159808,OR159808.fasta,155951,155.95,0.156
OR159810,OR159810.fasta,156284,156.28,0.156
OR159812,OR159812.fasta,156433,156.43,0.156
OR159815,OR159815.fasta,156586,156.59,0.157
OR159817,OR159817.fasta,156869,156.87,0.157
OR159819,OR159819.fasta,156297,156.3,0.156
OR159821,OR159821.fasta,156492,156.49,0.156
OR159822,OR159822.fasta,156354,156.35,0.156
OR159823,OR159823.fasta,156089,156.09,0.156
OR159824,OR159824.fasta,155840,155.84,0.156
OR159829,OR159829.fasta,156284,156.28,0.156
OR162023,OR162023.fasta,160117,160.12,0.16
OR162024,OR162024.fasta,159852,159.85,0.16
OR162025,OR162025.fasta,159147,159.15,0.159
OR162026,OR162026.fasta,160332,160.33,0.16
OR166986,OR166986.fasta,157594,157.59,0.158
OR166987,OR166987.fasta,157748,157.75,0.158
OR166988,OR166988.fasta,159974,159.97,0.16
OR166989,OR166989.fasta,157747,157.75,0.158
OR166992,OR166992.fasta,159727,159.73,0.16
OR166993,OR166993.fasta,159761,159.76,0.16
OR166995,OR166995.fasta,156997,157.0,0.157
OR166996,OR166996.fasta,157517,157.52,0.158
OR178745,OR178745.fasta,151983,151.98,0.152
OR187836,OR187836.fasta,156939,156.94,0.157
OR187837,OR187837.fasta,160927,160.93,0.161
OR187838,OR187838.fasta,156720,156.72,0.157
OR187839,OR187839.fasta,159735,159.74,0.16
OR231924,OR231924.fasta,146493,146.49,0.146
OR231925,OR231925.fasta,159520,159.52,0.16
OR231926,OR231926.fasta,152581,152.58,0.153
OR238388,OR238388.fasta,156358,156.36,0.156
OR260879,OR260879.fasta,163499,163.5,0.163
OR263673,OR263673.fasta,154613,154.61,0.155
OR264207,OR264207.fasta,152682,152.68,0.153
OR264208,OR264208.fasta,152756,152.76,0.153
OR264209,OR264209.fasta,154183,154.18,0.154
OR264210,OR264210.fasta,152773,152.77,0.153
OR264211,OR264211.fasta,158553,158.55,0.159
OR264212,OR264212.fasta,148829,148.83,0.149
OR264213,OR264213.fasta,153519,153.52,0.154
OR264214,OR264214.fasta,154063,154.06,0.154
OR264215,OR264215.fasta,153595,153.59,0.154
OR264216,OR264216.fasta,153937,153.94,0.154
OR264217,OR264217.fasta,152725,152.72,0.153
OR264218,OR264218.fasta,154052,154.05,0.154
OR264219,OR264219.fasta,154087,154.09,0.154
OR264221,OR264221.fasta,160013,160.01,0.16
OR264222,OR264222.fasta,154081,154.08,0.154
OR264223,OR264223.fasta,154069,154.07,0.154
OR264224,OR264224.fasta,154097,154.1,0.154
OR264226,OR264226.fasta,154131,154.13,0.154
OR264227,OR264227.fasta,154121,154.12,0.154
OR264228,OR264228.fasta,154010,154.01,0.154
OR264229,OR264229.fasta,154122,154.12,0.154
OR264231,OR264231.fasta,154086,154.09,0.154
OR264232,OR264232.fasta,154083,154.08,0.154
OR264233,OR264233.fasta,154067,154.07,0.154
OR264234,OR264234.fasta,154082,154.08,0.154
OR264235,OR264235.fasta,153999,154.0,0.154
OR264236,OR264236.fasta,152703,152.7,0.153
OR264237,OR264237.fasta,153261,153.26,0.153
OR264238,OR264238.fasta,154070,154.07,0.154
OR264239,OR264239.fasta,153377,153.38,0.153
OR264240,OR264240.fasta,154083,154.08,0.154
OR264241,OR264241.fasta,159937,159.94,0.16
OR264242,OR264242.fasta,154063,154.06,0.154
OR264243,OR264243.fasta,154087,154.09,0.154
OR264244,OR264244.fasta,154113,154.11,0.154
OR264245,OR264245.fasta,154081,154.08,0.154
OR264246,OR264246.fasta,153973,153.97,0.154
OR264247,OR264247.fasta,154009,154.01,0.154
OR264248,OR264248.fasta,157066,157.07,0.157
OR264249,OR264249.fasta,158566,158.57,0.159
OR264251,OR264251.fasta,154271,154.27,0.154
OR264252,OR264252.fasta,154106,154.11,0.154
OR264253,OR264253.fasta,152736,152.74,0.153
OR264254,OR264254.fasta,152653,152.65,0.153
OR264255,OR264255.fasta,152676,152.68,0.153
OR264256,OR264256.fasta,150950,150.95,0.151
OR264257,OR264257.fasta,150943,150.94,0.151
OR264258,OR264258.fasta,152438,152.44,0.152
OR264259,OR264259.fasta,152652,152.65,0.153
OR264260,OR264260.fasta,154080,154.08,0.154
OR264262,OR264262.fasta,154171,154.17,0.154
OR264263,OR264263.fasta,151798,151.8,0.152
OR344369,OR344369.fasta,158231,158.23,0.158
OR344374,OR344374.fasta,154542,154.54,0.155
OR344375,OR344375.fasta,154542,154.54,0.155
OR344378,OR344378.fasta,154520,154.52,0.155
OR350449,OR350449.fasta,152023,152.02,0.152
OR350450,OR350450.fasta,152469,152.47,0.152
OR387683,OR387683.fasta,159370,159.37,0.159
OR399517,OR399517.fasta,155169,155.17,0.155
OR399518,OR399518.fasta,156008,156.01,0.156
OR400157,OR400157.fasta,152669,152.67,0.153
OR400158,OR400158.fasta,152110,152.11,0.152
OR400159,OR400159.fasta,152573,152.57,0.153
OR400160,OR400160.fasta,152575,152.57,0.153
OR413693,OR413693.fasta,152658,152.66,0.153
OR492287,OR492287.fasta,155697,155.7,0.156
OR493255,OR493255.fasta,160923,160.92,0.161
OR493256,OR493256.fasta,161364,161.36,0.161
OR493260,OR493260.fasta,161230,161.23,0.161
OR493261,OR493261.fasta,161042,161.04,0.161
OR493263,OR493263.fasta,161243,161.24,0.161
OR493265,OR493265.fasta,161064,161.06,0.161
OR493267,OR493267.fasta,161292,161.29,0.161
OR493269,OR493269.fasta,161095,161.09,0.161
OR501608,OR501608.fasta,157661,157.66,0.158
OR501610,OR501610.fasta,157762,157.76,0.158
OR502875,OR502875.fasta,155284,155.28,0.155
OR521093,OR521093.fasta,153395,153.4,0.153
OR521095,OR521095.fasta,153651,153.65,0.154
OR521098,OR521098.fasta,153412,153.41,0.153
OR521100,OR521100.fasta,153525,153.53,0.154
OR521101,OR521101.fasta,153732,153.73,0.154
OR521102,OR521102.fasta,153547,153.55,0.154
OR521103,OR521103.fasta,153603,153.6,0.154
OR521104,OR521104.fasta,153419,153.42,0.153
OR521105,OR521105.fasta,153370,153.37,0.153
OR521106,OR521106.fasta,153607,153.61,0.154
OR521107,OR521107.fasta,153693,153.69,0.154
OR521108,OR521108.fasta,153635,153.63,0.154
OR521109,OR521109.fasta,153588,153.59,0.154
OR555769,OR555769.fasta,154861,154.86,0.155
OR565907,OR565907.fasta,151639,151.64,0.152
OR565909,OR565909.fasta,150851,150.85,0.151
OR565910,OR565910.fasta,151763,151.76,0.152
OR565912,OR565912.fasta,151603,151.6,0.152
OR565913,OR565913.fasta,151991,151.99,0.152
OR565915,OR565915.fasta,152210,152.21,0.152
OR565917,OR565917.fasta,152216,152.22,0.152
OR565918,OR565918.fasta,152212,152.21,0.152
OR565920,OR565920.fasta,152224,152.22,0.152
OR565921,OR565921.fasta,152202,152.2,0.152
OR565925,OR565925.fasta,152156,152.16,0.152
OR565927,OR565927.fasta,152215,152.22,0.152
OR565930,OR565930.fasta,152234,152.23,0.152
OR565931,OR565931.fasta,152219,152.22,0.152
OR565932,OR565932.fasta,152204,152.2,0.152
OR565934,OR565934.fasta,152128,152.13,0.152
OR565935,OR565935.fasta,152245,152.25,0.152
OR565937,OR565937.fasta,152248,152.25,0.152
OR565938,OR565938.fasta,152206,152.21,0.152
OR565939,OR565939.fasta,152141,152.14,0.152
OR565940,OR565940.fasta,152208,152.21,0.152
OR565942,OR565942.fasta,152211,152.21,0.152
OR565943,OR565943.fasta,152203,152.2,0.152
OR565944,OR565944.fasta,152128,152.13,0.152
OR565945,OR565945.fasta,151681,151.68,0.152
OR565948,OR565948.fasta,152183,152.18,0.152
OR565950,OR565950.fasta,152028,152.03,0.152
OR565952,OR565952.fasta,152231,152.23,0.152
OR565953,OR565953.fasta,152198,152.2,0.152
OR565954,OR565954.fasta,152003,152.0,0.152
OR565955,OR565955.fasta,152214,152.21,0.152
OR565956,OR565956.fasta,152194,152.19,0.152
OR565957,OR565957.fasta,152210,152.21,0.152
OR565958,OR565958.fasta,152222,152.22,0.152
OR565959,OR565959.fasta,152253,152.25,0.152
OR565960,OR565960.fasta,152254,152.25,0.152
OR565961,OR565961.fasta,152206,152.21,0.152
OR565962,OR565962.fasta,152206,152.21,0.152
OR565963,OR565963.fasta,152066,152.07,0.152
OR565964,OR565964.fasta,152145,152.15,0.152
OR601518,OR601518.fasta,152971,152.97,0.153
OR601519,OR601519.fasta,156330,156.33,0.156
OR601522,OR601522.fasta,155530,155.53,0.156
OR601523,OR601523.fasta,156207,156.21,0.156
OR601525,OR601525.fasta,156326,156.33,0.156
OR601527,OR601527.fasta,156248,156.25,0.156
OR601528,OR601528.fasta,152934,152.93,0.153
OR601530,OR601530.fasta,155950,155.95,0.156
OR601533,OR601533.fasta,156461,156.46,0.156
OR601534,OR601534.fasta,154046,154.05,0.154
OR601536,OR601536.fasta,156300,156.3,0.156
OR601537,OR601537.fasta,155670,155.67,0.156
OR601538,OR601538.fasta,155120,155.12,0.155
OR605724,OR605724.fasta,163845,163.84,0.164
OR605725,OR605725.fasta,162495,162.5,0.162
OR605726,OR605726.fasta,162628,162.63,0.163
OR605727,OR605727.fasta,161316,161.32,0.161
OR605728,OR605728.fasta,162276,162.28,0.162
OR609363,OR609363.1.fasta,139372,139.37,0.139
OR643823,OR643823.fasta,157765,157.76,0.158
OR668895,OR668895.fasta,157230,157.23,0.157
OR668896,OR668896.fasta,155949,155.95,0.156
OR683693,OR683693.1.fasta,128318,128.32,0.128
OR684571,OR684571.fasta,151373,151.37,0.151
OR698944,OR698944.fasta,154701,154.7,0.155
OR698945,OR698945.fasta,162590,162.59,0.163
OR698946,OR698946.fasta,163407,163.41,0.163
OR698947,OR698947.fasta,157287,157.29,0.157
OR698948,OR698948.fasta,158855,158.85,0.159
OR701859,OR701859.fasta,151970,151.97,0.152
OR711232,OR711232.fasta,142275,142.28,0.142
OR712469,OR712469.fasta,150027,150.03,0.15
OR712470,OR712470.fasta,143301,143.3,0.143
OR712471,OR712471.fasta,156432,156.43,0.156
OR712472,OR712472.fasta,159584,159.58,0.16
OR712473,OR712473.fasta,156333,156.33,0.156
OR712474,OR712474.fasta,159618,159.62,0.16
OR712475,OR712475.fasta,141146,141.15,0.141
OR712476,OR712476.fasta,161120,161.12,0.161
OR712477,OR712477.fasta,135241,135.24,0.135
OR712478,OR712478.fasta,140372,140.37,0.14
OR712479,OR712479.fasta,160640,160.64,0.161
OR712480,OR712480.fasta,122210,122.21,0.122
OR712481,OR712481.fasta,122120,122.12,0.122
OR712482,OR712482.fasta,159388,159.39,0.159
OR712483,OR712483.fasta,160070,160.07,0.16
OR712484,OR712484.fasta,141066,141.07,0.141
OR712485,OR712485.fasta,128593,128.59,0.129
OR712486,OR712486.fasta,156507,156.51,0.157
OR730818,OR730818.1.fasta,125664,125.66,0.126
OR738465,OR738465.fasta,151161,151.16,0.151
OR738466,OR738466.fasta,152944,152.94,0.153
OR754287,OR754287.fasta,127430,127.43,0.127
OR767373,OR767373.fasta,151223,151.22,0.151
OR771713,OR771713.fasta,174810,174.81,0.175
OR771720,OR771720.fasta,153359,153.36,0.153
OR771721,OR771721.fasta,153769,153.77,0.154
OR771722,OR771722.fasta,152808,152.81,0.153
OR774903,OR774903.fasta,154575,154.57,0.155
OR774907,OR774907.fasta,153761,153.76,0.154
OR778864,OR778864.fasta,156296,156.3,0.156
OR778865,OR778865.fasta,155036,155.04,0.155
OR778866,OR778866.fasta,155557,155.56,0.156
OR778871,OR778871.fasta,155589,155.59,0.156
OR783468,OR783468.fasta,152801,152.8,0.153
OR783469,OR783469.fasta,152103,152.1,0.152
OR783470,OR783470.fasta,151663,151.66,0.152
OR783471,OR783471.fasta,151447,151.45,0.151
OR783472,OR783472.fasta,152484,152.48,0.152
OR783473,OR783473.fasta,152343,152.34,0.152
OR783474,OR783474.fasta,151648,151.65,0.152
OR783475,OR783475.fasta,151224,151.22,0.151
OR783476,OR783476.fasta,152386,152.39,0.152
OR783477,OR783477.fasta,151455,151.46,0.151
OR790517,OR790517.fasta,150750,150.75,0.151
OR790518,OR790518.fasta,153383,153.38,0.153
OR801114,OR801114.fasta,150216,150.22,0.15
OR805597,OR805597.fasta,161212,161.21,0.161
OR811239,OR811239.fasta,155836,155.84,0.156
OR811240,OR811240.fasta,156021,156.02,0.156
OR832175,OR832175.fasta,161476,161.48,0.161
OR832744,OR832744.fasta,159012,159.01,0.159
OR832745,OR832745.fasta,162586,162.59,0.163
OR832748,OR832748.fasta,158658,158.66,0.159
OR832749,OR832749.fasta,143046,143.05,0.143
OR832750,OR832750.fasta,161376,161.38,0.161
OR832752,OR832752.fasta,162016,162.02,0.162
OR832754,OR832754.fasta,161789,161.79,0.162
OR832862,OR832862.fasta,138587,138.59,0.139
OR834760,OR834760.1.fasta,128880,128.88,0.129
OR835155,OR835155.fasta,155803,155.8,0.156
OR839139,OR839139.fasta,153841,153.84,0.154
OR855733,OR855733.fasta,153328,153.33,0.153
OR865876,OR865876.fasta,155708,155.71,0.156
OR865878,OR865878.fasta,155396,155.4,0.155
OR865880,OR865880.fasta,155657,155.66,0.156
OR865883,OR865883.fasta,155653,155.65,0.156
OR865884,OR865884.fasta,155335,155.34,0.155
OR865885,OR865885.fasta,155792,155.79,0.156
OR865886,OR865886.fasta,155693,155.69,0.156
OR865887,OR865887.fasta,155739,155.74,0.156
OR865891,OR865891.fasta,155676,155.68,0.156
OR881377,OR881377.fasta,157146,157.15,0.157
OR881378,OR881378.fasta,157739,157.74,0.158
OR881379,OR881379.fasta,156909,156.91,0.157
OR881380,OR881380.fasta,157840,157.84,0.158
OR884978,OR884978.fasta,152351,152.35,0.152
OR884979,OR884979.fasta,152606,152.61,0.153
OR884980,OR884980.fasta,152261,152.26,0.152
OR884981,OR884981.fasta,152908,152.91,0.153
OR884982,OR884982.fasta,154791,154.79,0.155
OR884983,OR884983.fasta,153482,153.48,0.153
OR884984,OR884984.fasta,152189,152.19,0.152
OR884985,OR884985.fasta,152903,152.9,0.153
OR884986,OR884986.fasta,153665,153.66,0.154
OR884987,OR884987.fasta,155162,155.16,0.155
OR884988,OR884988.fasta,155517,155.52,0.156
OR884989,OR884989.fasta,153923,153.92,0.154
OR884990,OR884990.fasta,153440,153.44,0.153
OR884991,OR884991.fasta,159542,159.54,0.16
OR884992,OR884992.fasta,147701,147.7,0.148
OR884993,OR884993.fasta,157538,157.54,0.158
OR884994,OR884994.fasta,149380,149.38,0.149
OR884995,OR884995.fasta,158204,158.2,0.158
OR884996,OR884996.fasta,156693,156.69,0.157
OR884997,OR884997.fasta,151783,151.78,0.152
OR884998,OR884998.fasta,160731,160.73,0.161
OR884999,OR884999.fasta,153251,153.25,0.153
OR885000,OR885000.fasta,158963,158.96,0.159
OR885128,OR885128.1.fasta,184794,184.79,0.185
OR896644,OR896644.fasta,155859,155.86,0.156
OR896658,OR896658.fasta,155768,155.77,0.156
OR896870,OR896870.fasta,150423,150.42,0.15
OR896871,OR896871.fasta,150405,150.41,0.15
OR896872,OR896872.fasta,155626,155.63,0.156
OR896873,OR896873.fasta,156740,156.74,0.157
OR896874,OR896874.fasta,152906,152.91,0.153
OR896875,OR896875.fasta,155996,156.0,0.156
OR896876,OR896876.fasta,157075,157.07,0.157
OR896877,OR896877.fasta,157028,157.03,0.157
OR896878,OR896878.fasta,155906,155.91,0.156
OR896879,OR896879.fasta,156691,156.69,0.157
OR896880,OR896880.fasta,149122,149.12,0.149
OR896881,OR896881.fasta,158247,158.25,0.158
OR896882,OR896882.fasta,155832,155.83,0.156
OR896883,OR896883.fasta,156990,156.99,0.157
OR896884,OR896884.fasta,154773,154.77,0.155
OR896885,OR896885.fasta,154156,154.16,0.154
OR896886,OR896886.fasta,154118,154.12,0.154
OR896887,OR896887.fasta,155695,155.69,0.156
OR896888,OR896888.fasta,154365,154.37,0.154
OR896889,OR896889.fasta,152412,152.41,0.152
OR896890,OR896890.fasta,152816,152.82,0.153
OR896891,OR896891.fasta,155469,155.47,0.155
OR896892,OR896892.fasta,155346,155.35,0.155
OR896893,OR896893.fasta,155498,155.5,0.155
OR896894,OR896894.fasta,151773,151.77,0.152
OR896896,OR896896.fasta,152115,152.12,0.152
OR896897,OR896897.fasta,152726,152.73,0.153
OR896898,OR896898.fasta,151870,151.87,0.152
OR896899,OR896899.fasta,151305,151.31,0.151
OR896900,OR896900.fasta,150556,150.56,0.151
OR896901,OR896901.fasta,150465,150.47,0.15
OR896902,OR896902.fasta,152377,152.38,0.152
OR896903,OR896903.fasta,152358,152.36,0.152
OR896904,OR896904.fasta,152383,152.38,0.152
OR896905,OR896905.fasta,152477,152.48,0.152
OR896906,OR896906.fasta,152450,152.45,0.152
OR899320,OR899320.fasta,153048,153.05,0.153
OR899322,OR899322.fasta,152876,152.88,0.153
OR899324,OR899324.fasta,152588,152.59,0.153
OR909615,OR909615.fasta,152603,152.6,0.153
OR909616,OR909616.fasta,152617,152.62,0.153
OR909617,OR909617.fasta,152533,152.53,0.153
OR909618,OR909618.fasta,152234,152.23,0.152
OR909619,OR909619.fasta,152564,152.56,0.153
OR909620,OR909620.fasta,152479,152.48,0.152
OR909621,OR909621.fasta,152555,152.56,0.153
OR909622,OR909622.fasta,152563,152.56,0.153
OR909623,OR909623.fasta,152643,152.64,0.153
OR909624,OR909624.fasta,152585,152.59,0.153
OR909625,OR909625.fasta,152611,152.61,0.153
OR909626,OR909626.fasta,152565,152.56,0.153
