accession,genome_size_bp,year,taxonomy_id,kingdom,phylum,class,order,family,genus,species,title
PQ068610,156063,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu769_1 chloroplast, complete genome"
PQ068609,155952,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu756_5 chloroplast, complete genome"
PQ068608,155952,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu756_4 chloroplast, complete genome"
PQ068607,155952,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu756_3 chloroplast, complete genome"
PQ068606,155952,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu756_2 chloroplast, complete genome"
PQ068605,155952,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu756_1 chloroplast, complete genome"
PQ068604,156013,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu763_5 chloroplast, complete genome"
PQ068603,156013,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu763_4 chloroplast, complete genome"
PQ068602,156010,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu763_3 chloroplast, complete genome"
PQ068601,155991,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu763_2 chloroplast, complete genome"
PQ068600,155991,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu763_1 chloroplast, complete genome"
PQ068599,155986,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu774E_9 chloroplast, complete genome"
PQ068598,155992,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu774E_8 chloroplast, complete genome"
PQ068597,155986,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu774E_4 chloroplast, complete genome"
PQ068596,155986,2026,2293651,NA,NA,NA,NA,NA,NA,NA,"Bredia esquirolii isolate Liu774E_12 chloroplast, complete genome"
PQ068595,155665,2026,2911715,NA,NA,NA,NA,NA,NA,NA,"Bredia enchengensis isolate Liu851new chloroplast, complete genome"
PV608446,157186,2026,459629,NA,NA,NA,NA,NA,NA,NA,"Embelia ribes voucher APR00106 chloroplast, complete genome"
PZ324722,151068,2026,4373,NA,NA,NA,NA,NA,NA,NA,"Drosophyllum lusitanicum isolate IRGN E9HZ954PVZ chloroplast, complete genome"
PZ282241,160362,2026,1008927,NA,NA,NA,NA,NA,NA,NA,"Meliosma oldhamii isolate MOLDM_GW202404 chloroplast, complete genome"
OR978666,168879,2026,3126611,NA,NA,NA,NA,NA,NA,NA,"Calycopeplus oligandrus isolate WNE19 chloroplast, complete genome"
OR978665,167523,2026,212827,NA,NA,NA,NA,NA,NA,NA,"Calycopeplus collinus isolate WNE17 chloroplast, complete genome"
OR978664,166401,2026,212826,NA,NA,NA,NA,NA,NA,NA,"Calycopeplus casuarinoides isolate WN-E-16-23 chloroplast, complete genome"
OR978663,167282,2026,212824,NA,NA,NA,NA,NA,NA,NA,"Anthostema senegalense isolate WN-E-14_ chloroplast, complete genome"
OR978662,171274,2026,212823,NA,NA,NA,NA,NA,NA,NA,"Anthostema madagascariense isolate WNE13 chloroplast, complete genome"
PZ316595,151933,2026,34245,NA,NA,NA,NA,NA,NA,NA,"Zinnia elegans chloroplast, complete genome"
PZ316450,168895,2026,1684062,NA,NA,NA,NA,NA,NA,NA,"Begonia wallichiana chloroplast, complete genome"
PZ316449,169704,2026,2907133,NA,NA,NA,NA,NA,NA,NA,"Begonia vittariifolia chloroplast, complete genome"
PZ316448,169886,2026,294971,NA,NA,NA,NA,NA,NA,NA,"Begonia variabilis chloroplast, complete genome"
PZ316447,169952,2026,1979740,NA,NA,NA,NA,NA,NA,NA,"Begonia vankerckhovenii chloroplast, complete genome"
PZ316446,169796,2026,1684060,NA,NA,NA,NA,NA,NA,NA,"Begonia undulata chloroplast, complete genome"
PZ316445,169808,2026,48225,NA,NA,NA,NA,NA,NA,NA,"Begonia ulmifolia chloroplast, complete genome"
PZ316444,169770,2026,151407,NA,NA,NA,NA,NA,NA,NA,"Begonia taiwaniana chloroplast, complete genome"
PZ316443,169582,2026,1769193,NA,NA,NA,NA,NA,NA,NA,"Begonia susaniae chloroplast, complete genome"
PZ316442,133127,2026,1069569,NA,NA,NA,NA,NA,NA,NA,"Begonia sudjanae chloroplast, complete genome"
PZ316441,170192,2026,1423671,NA,NA,NA,NA,NA,NA,NA,"Begonia sublongipes chloroplast, complete genome"
PZ316440,170381,2026,1684053,NA,NA,NA,NA,NA,NA,NA,"Begonia soli-mutata chloroplast, complete genome"
PZ316439,168864,2026,2592824,NA,NA,NA,NA,NA,NA,NA,"Begonia santos-limae chloroplast, complete genome"
PZ316438,171027,2026,198567,NA,NA,NA,NA,NA,NA,NA,"Begonia salaziensis chloroplast, complete genome"
PZ316437,170769,2026,1354291,NA,NA,NA,NA,NA,NA,NA,"Begonia rufipila chloroplast, complete genome"
PZ316436,169145,2026,1406279,NA,NA,NA,NA,NA,NA,NA,"Begonia retinervia chloroplast, complete genome"
PZ316435,169026,2026,151406,NA,NA,NA,NA,NA,NA,NA,"Begonia ravenii chloroplast, complete genome"
PZ316434,170072,2026,200041,NA,NA,NA,NA,NA,NA,NA,"Begonia rajah chloroplast, complete genome"
PZ316433,170150,2026,890409,NA,NA,NA,NA,NA,NA,NA,"Begonia radicans chloroplast, complete genome"
PZ316432,169835,2026,1684046,NA,NA,NA,NA,NA,NA,NA,"Begonia pustulata chloroplast, complete genome"
PZ316431,167968,2026,234385,NA,NA,NA,NA,NA,NA,NA,"Begonia polygonoides chloroplast, complete genome"
PZ316430,170385,2026,1069565,NA,NA,NA,NA,NA,NA,NA,"Begonia polilloensis chloroplast, complete genome"
PZ316429,170434,2026,1406276,NA,NA,NA,NA,NA,NA,NA,"Begonia peltatifolia chloroplast, complete genome"
PZ316428,179567,2026,890406,NA,NA,NA,NA,NA,NA,NA,"Begonia nelumbifolia chloroplast, complete genome"
PZ316427,169259,2026,3452993,NA,NA,NA,NA,NA,NA,NA,"Begonia natunaensis chloroplast, complete genome"
PZ316426,169919,2026,1684031,NA,NA,NA,NA,NA,NA,NA,"Begonia microsperma chloroplast, complete genome"
PZ316425,166986,2026,198563,NA,NA,NA,NA,NA,NA,NA,"Begonia meyeri-johannis chloroplast, complete genome"
PZ316424,169070,2026,1045255,NA,NA,NA,NA,NA,NA,NA,"Begonia megalophyllaria chloroplast, complete genome"
PZ316423,169009,2026,198562,NA,NA,NA,NA,NA,NA,NA,"Begonia masoniana chloroplast, complete genome"
PZ316422,167874,2026,200028,NA,NA,NA,NA,NA,NA,NA,"Begonia mannii chloroplast, complete genome"
PZ316421,170378,2026,1979680,NA,NA,NA,NA,NA,NA,NA,"Begonia majungaensis chloroplast, complete genome"
PZ316420,169445,2026,1684027,NA,NA,NA,NA,NA,NA,NA,"Begonia maculata chloroplast, complete genome"
PZ316419,170361,2026,1977217,NA,NA,NA,NA,NA,NA,NA,"Begonia lyallii chloroplast, complete genome"
PZ316418,168804,2026,1671958,NA,NA,NA,NA,NA,NA,NA,"Begonia luzonensis chloroplast, complete genome"
PZ316417,170095,2026,200024,NA,NA,NA,NA,NA,NA,NA,"Begonia lubbersii chloroplast, complete genome"
PZ316416,169593,2026,200021,NA,NA,NA,NA,NA,NA,NA,"Begonia longifolia chloroplast, complete genome"
PZ316415,169559,2026,3437358,NA,NA,NA,NA,NA,NA,NA,"Begonia longiciliata chloroplast, complete genome"
PZ316414,169075,2026,1052170,NA,NA,NA,NA,NA,NA,NA,"Begonia liuyanii chloroplast, complete genome"
PZ316413,170161,2026,294965,NA,NA,NA,NA,NA,NA,NA,"Begonia leprosa chloroplast, complete genome"
PZ316412,169921,2026,1045251,NA,NA,NA,NA,NA,NA,NA,"Begonia lanternaria chloroplast, complete genome"
PZ316411,169618,2026,1684021,NA,NA,NA,NA,NA,NA,NA,"Begonia lanceolata chloroplast, complete genome"
PZ316410,168707,2026,2905992,NA,NA,NA,NA,NA,NA,NA,"Begonia kui chloroplast, complete genome"
PZ316409,170426,2026,200016,NA,NA,NA,NA,NA,NA,NA,"Begonia kingiana chloroplast, complete genome"
PZ316408,168723,2026,48227,NA,NA,NA,NA,NA,NA,NA,"Begonia herbacea chloroplast, complete genome"
PZ316407,170423,2026,1406266,NA,NA,NA,NA,NA,NA,NA,"Begonia hainanensis chloroplast, complete genome"
PZ316406,169050,2026,79767,NA,NA,NA,NA,NA,NA,NA,"Begonia grandis chloroplast, complete genome"
PZ316405,169084,2026,200003,NA,NA,NA,NA,NA,NA,NA,"Begonia goegoensis chloroplast, complete genome"
PZ316404,169263,2026,200000,NA,NA,NA,NA,NA,NA,NA,"Begonia foliosa chloroplast, complete genome"
PZ316403,168574,2026,1406263,NA,NA,NA,NA,NA,NA,NA,"Begonia fimbristipula chloroplast, complete genome"
PZ316402,170105,2026,146767,NA,NA,NA,NA,NA,NA,NA,"Begonia fenicis chloroplast, complete genome"
PZ316401,170037,2026,1045246,NA,NA,NA,NA,NA,NA,NA,"Begonia fangii chloroplast, complete genome"
PZ316400,168628,2026,199998,NA,NA,NA,NA,NA,NA,NA,"Begonia egregia chloroplast, complete genome"
PZ316399,169257,2026,198424,NA,NA,NA,NA,NA,NA,NA,"Begonia dregei chloroplast, complete genome"
PZ316398,170787,2026,198423,NA,NA,NA,NA,NA,NA,NA,"Begonia dipetala chloroplast, complete genome"
PZ316397,170507,2026,2905994,NA,NA,NA,NA,NA,NA,NA,"Begonia darthvaderiana chloroplast, complete genome"
PZ316396,169458,2026,1045242,NA,NA,NA,NA,NA,NA,NA,"Begonia cylindrica chloroplast, complete genome"
PZ316395,169288,2026,473040,NA,NA,NA,NA,NA,NA,NA,"Begonia cucullata chloroplast, complete genome"
PZ316394,169579,2026,199992,NA,NA,NA,NA,NA,NA,NA,"Begonia cubensis chloroplast, complete genome"
PZ316393,169957,2026,212713,NA,NA,NA,NA,NA,NA,NA,"Begonia conchifolia chloroplast, complete genome"
PZ316392,169764,2026,1069553,NA,NA,NA,NA,NA,NA,NA,"Begonia cleopatrae chloroplast, complete genome"
PZ316391,169425,2026,1671953,NA,NA,NA,NA,NA,NA,NA,"Begonia chingipengii chloroplast, complete genome"
PZ316390,169235,2026,1974349,NA,NA,NA,NA,NA,NA,NA,"Begonia bullatifolia chloroplast, complete genome"
PZ316389,169361,2026,662553,NA,NA,NA,NA,NA,NA,NA,"Begonia bowerae chloroplast, complete genome"
PZ316388,170136,2026,199987,NA,NA,NA,NA,NA,NA,NA,"Begonia boliviensis chloroplast, complete genome"
PZ316387,170250,2026,199986,NA,NA,NA,NA,NA,NA,NA,"Begonia bogneri chloroplast, complete genome"
PZ316386,170131,2026,1045238,NA,NA,NA,NA,NA,NA,NA,"Begonia biflora chloroplast, complete genome"
PZ316385,167758,2026,198549,NA,NA,NA,NA,NA,NA,NA,"Begonia balansana chloroplast, complete genome"
PZ316384,169975,2026,234367,NA,NA,NA,NA,NA,NA,NA,"Begonia baccata chloroplast, complete genome"
PZ316383,175154,2026,1406251,NA,NA,NA,NA,NA,NA,NA,"Begonia austroguangxiensis chloroplast, complete genome"
PZ316382,169998,2026,198546,NA,NA,NA,NA,NA,NA,NA,"Begonia ankaranensis chloroplast, complete genome"
PZ316381,169473,2026,234366,NA,NA,NA,NA,NA,NA,NA,"Begonia ampla chloroplast, complete genome"
PZ316380,170166,2026,1683987,NA,NA,NA,NA,NA,NA,NA,"Begonia aconitifolia chloroplast, complete genome"
PZ316350,156476,2026,316491,NA,NA,NA,NA,NA,NA,NA,"Viola mandshurica chloroplast, complete genome"
PZ316349,157951,2026,155132,NA,NA,NA,NA,NA,NA,NA,"Akebia trifoliata chloroplast, complete genome"
PZ316348,155618,2026,319561,NA,NA,NA,NA,NA,NA,NA,"Breynia vitis-idaea chloroplast, complete genome"
PZ309726,175852,2026,3020224,NA,NA,NA,NA,NA,NA,NA,"Adenophora tashiroi chloroplast, complete genome"
PZ309725,158485,2026,265775,NA,NA,NA,NA,NA,NA,NA,"Adenophora triphylla var. japonica chloroplast, complete genome"
PZ309724,167439,2026,3686491,NA,NA,NA,NA,NA,NA,NA,"Adenophora sp. B7761-1 chloroplast, complete genome"
PZ309723,162120,2026,187269,NA,NA,NA,NA,NA,NA,NA,"Adenophora triphylla chloroplast, complete genome"
PZ309722,173897,2026,226225,NA,NA,NA,NA,NA,NA,NA,"Adenophora polyantha chloroplast, complete genome"
PZ309721,178166,2026,756709,NA,NA,NA,NA,NA,NA,NA,"Adenophora palustris chloroplast, complete genome"
PZ309718,169439,2026,1049772,NA,NA,NA,NA,NA,NA,NA,"Adenophora lamarckii chloroplast, complete genome"
PZ307143,123333,2026,2749468,NA,NA,NA,NA,NA,NA,NA,"Astragalus ellipsoideus chloroplast, complete genome"
PZ301186,161030,2026,487741,NA,NA,NA,NA,NA,NA,NA,"Bistorta affinis chloroplast, complete genome"
PX309531,163251,2026,46072,NA,NA,NA,NA,NA,NA,NA,"Ligustrum japonicum chloroplast, complete genome"
PZ250460,152545,2026,2750692,NA,NA,NA,NA,NA,NA,NA,"Aster lautureanus chloroplast, complete genome"
PV861827,156525,2026,2759425,NA,NA,NA,NA,NA,NA,NA,"Crateva unilocularis isolate yllwc chloroplast, complete genome"
PV929578,169449,2026,161118,NA,NA,NA,NA,NA,NA,NA,"Wolffia globosa chloroplast, complete genome"
PV929577,168290,2026,89585,NA,NA,NA,NA,NA,NA,NA,"Lemna aequinoctialis chloroplast, complete genome"
PQ576418,174770,2025,223752,NA,NA,NA,NA,NA,NA,NA,"Aquilaria khasiana voucher ML93819 chloroplast, complete genome"
PQ722560,155035,2026,242165,NA,NA,NA,NA,NA,NA,NA,"Morina kokonorica chloroplast, complete genome"
MT762166,164687,2020,1571642,NA,NA,NA,NA,NA,NA,NA,"Polygala fallax chloroplast, complete genome"
PZ289360,152939,2026,1898849,NA,NA,NA,NA,NA,NA,NA,"Bothriospermum chinense chloroplast, complete genome"
PZ289272,169322,2026,3676157,NA,NA,NA,NA,NA,NA,NA,"Wolffia sp. isolate Geumsan chloroplast, complete genome"
PX549372,167342,2026,160539,NA,NA,NA,NA,NA,NA,NA,"Cymbidium wenshanense voucher MHLi or174 chloroplast, complete genome"
PX549371,167769,2026,2315747,NA,NA,NA,NA,NA,NA,NA,"Cymbidium sichuanicum voucher MHLi or157 chloroplast, complete genome"
PV394223,161092,2025,2862220,NA,NA,NA,NA,NA,NA,NA,"Astrohibiscus caesius chloroplast, complete genome"
PZ276092,155954,2026,409520,NA,NA,NA,NA,NA,NA,NA,"Spiraea thunbergii chloroplast, complete genome"
PP476489,155055,2024,682624,NA,NA,NA,NA,NA,NA,NA,"Syagrus oleracea chloroplast, complete genome"
PZ269957,152642,2026,3699904,NA,NA,NA,NA,NA,NA,NA,"Allium ophiophyllum chloroplast, complete genome"
PZ266517,170976,2026,175755,NA,NA,NA,NA,NA,NA,NA,"Amorphophallus titanum chloroplast, complete genome"
PZ266516,176384,2026,328176,NA,NA,NA,NA,NA,NA,NA,"Amorphophallus pendulus chloroplast, complete genome"
PZ239391,157816,2026,4202,NA,NA,NA,NA,NA,NA,NA,"Sambucus nigra isolate SN chloroplast, complete genome"
PZ239390,157816,2026,57008,NA,NA,NA,NA,NA,NA,NA,"Sambucus canadensis isolate SC chloroplast, complete genome"
PZ239389,158631,2026,180062,NA,NA,NA,NA,NA,NA,NA,"Sambucus williamsii isolate SW chloroplast, complete genome"
PZ239388,158313,2026,45463,NA,NA,NA,NA,NA,NA,NA,"Sambucus sieboldiana isolate SS2 chloroplast, complete genome"
PZ239387,158392,2026,45463,NA,NA,NA,NA,NA,NA,NA,"Sambucus sieboldiana isolate SS1 chloroplast, complete genome"
PZ239386,158319,2026,57013,NA,NA,NA,NA,NA,NA,NA,"Sambucus racemosa subsp. pubens isolate SP2 chloroplast, complete genome"
PZ239385,158320,2026,57013,NA,NA,NA,NA,NA,NA,NA,"Sambucus racemosa subsp. pubens isolate SP1 chloroplast, complete genome"
PZ239384,158344,2026,386291,NA,NA,NA,NA,NA,NA,NA,"Sambucus racemosa subsp. kamtschatica isolate SK3 chloroplast, complete genome"
PZ239383,158297,2026,386291,NA,NA,NA,NA,NA,NA,NA,"Sambucus racemosa subsp. kamtschatica isolate SK2 chloroplast, complete genome"
PZ239382,158338,2026,386291,NA,NA,NA,NA,NA,NA,NA,"Sambucus racemosa subsp. kamtschatica isolate SK1 chloroplast, complete genome"
PZ270568,156214,2026,2136399,NA,NA,NA,NA,NA,NA,NA,"Tillandsia tenebra isolate T1699 voucher MVFA:Rossado 657 chloroplast, complete genome"
PZ270567,156322,2026,2136397,NA,NA,NA,NA,NA,NA,NA,"Tillandsia retorta isolate T1669 voucher MVFA:Rossado 616 chloroplast, complete genome"
PZ270566,156548,2026,3699903,NA,NA,NA,NA,NA,NA,NA,"Tillandsia sp. T78940-2 isolate T1727 voucher MVFA:Rossado 720 chloroplast, complete genome"
PZ270565,156605,2026,3699903,NA,NA,NA,NA,NA,NA,NA,"Tillandsia sp. T78940-2 isolate T1668 voucher MVFA:Rossado 615 chloroplast, complete genome"
PZ270564,156605,2026,3699903,NA,NA,NA,NA,NA,NA,NA,"Tillandsia sp. T78940-2 isolate T1594 voucher MVFA:Rossado 592 chloroplast, complete genome"
PZ270563,156543,2026,3699903,NA,NA,NA,NA,NA,NA,NA,"Tillandsia sp. T78940-2 isolate T1785 (MK15) voucher WU:Hromadnik 5265 chloroplast, complete genome"
PZ270562,156270,2026,2136391,NA,NA,NA,NA,NA,NA,NA,"Tillandsia myosura isolate T1715 voucher MVFA:Rossado 695 chloroplast, complete genome"
PZ270561,156259,2026,2136391,NA,NA,NA,NA,NA,NA,NA,"Tillandsia myosura isolate T1711 voucher MVFA:Rossado 686 chloroplast, complete genome"
PZ270560,156266,2026,2136391,NA,NA,NA,NA,NA,NA,NA,"Tillandsia myosura isolate T1673 voucher MVFA:Rossado 622 chloroplast, complete genome"
PZ270559,156275,2026,2136391,NA,NA,NA,NA,NA,NA,NA,"Tillandsia myosura isolate T1667 voucher MVFA:Rossado 614 chloroplast, complete genome"
PZ270558,156271,2026,2136388,NA,NA,NA,NA,NA,NA,NA,"Tillandsia mandonii isolate T1721 voucher MVFA:Rossado 713 chloroplast, complete genome"
PZ270557,156737,2026,2136387,NA,NA,NA,NA,NA,NA,NA,"Tillandsia hirta isolate T1720 voucher MVFA:Rossado 710 chloroplast, complete genome"
PZ270556,156817,2026,2136385,NA,NA,NA,NA,NA,NA,NA,"Tillandsia gilliesii isolate T1677 voucher MVFA:Rossado 628 chloroplast, complete genome"
PZ270555,156285,2026,2136383,NA,NA,NA,NA,NA,NA,NA,"Tillandsia crocata isolate T1744 voucher ICN Buneker 1071 chloroplast, complete genome"
PZ270554,156575,2026,2136382,NA,NA,NA,NA,NA,NA,NA,"Tillandsia cotagaitensis isolate T1776 (MK14) voucher WU:Hromadnik 5093 chloroplast, complete genome"
PZ270553,156318,2026,3699902,NA,NA,NA,NA,NA,NA,NA,"Tillandsia sp. T78940-1 isolate T1729 voucher MVJB:Rossado 502 chloroplast, complete genome"
PZ270552,156318,2026,3699902,NA,NA,NA,NA,NA,NA,NA,"Tillandsia sp. T78940-1 isolate T1728 voucher MVFA:Rossado 609 chloroplast, complete genome"
PZ270551,156310,2026,3699902,NA,NA,NA,NA,NA,NA,NA,"Tillandsia sp. T78940-1 isolate T1603 voucher MEXU:Rossado 595 chloroplast, complete genome"
PZ270550,156784,2026,2136381,NA,NA,NA,NA,NA,NA,NA,"Tillandsia castellanii isolate T1687 voucher MVFA:Rossado 640 chloroplast, complete genome"
PZ270549,156304,2026,1904290,NA,NA,NA,NA,NA,NA,NA,"Tillandsia andicola isolate T1678 voucher MVFA:Rossado 629 chloroplast, complete genome"
PZ251004,149567,2026,3698941,NA,NA,NA,NA,NA,NA,NA,"Dianthus helenae chloroplast, complete genome"
PV555994,158814,2026,549433,NA,NA,NA,NA,NA,NA,NA,"Vepris simplicifolia isolate EM40 chloroplast, complete genome"
PV555993,159267,2026,2695421,NA,NA,NA,NA,NA,NA,NA,"Vepris uguenensis isolate EM11 chloroplast, complete genome"
PV464057,158400,2026,2695419,NA,NA,NA,NA,NA,NA,NA,"Vepris sansibarensis isolate EM89 chloroplast, complete genome"
PP216500,159678,2026,1700957,NA,NA,NA,NA,NA,NA,NA,"Thuniopsis cleistogama chloroplast, complete genome"
PP216499,159872,2026,466244,NA,NA,NA,NA,NA,NA,NA,"Coelogyne nitida chloroplast, complete genome"
PP216498,159590,2026,1674455,NA,NA,NA,NA,NA,NA,NA,"Coelogyne lentiginosa chloroplast, complete genome"
PP216497,159075,2026,194513,NA,NA,NA,NA,NA,NA,NA,"Pleione yunnanensis chloroplast, complete genome"
PP216496,159116,2026,2029077,NA,NA,NA,NA,NA,NA,NA,"Coelogyne wenshanica chloroplast, complete genome"
PP216495,160019,2026,947908,NA,NA,NA,NA,NA,NA,NA,"Coelogyne occultata chloroplast, complete genome"
PP216494,158961,2026,2938337,NA,NA,NA,NA,NA,NA,NA,"Pleione arunachalensis chloroplast, complete genome"
PP216493,159543,2026,78703,NA,NA,NA,NA,NA,NA,NA,"Arundina graminifolia chloroplast, complete genome"
PP216492,160024,2026,1097181,NA,NA,NA,NA,NA,NA,NA,"Coelogyne longipes chloroplast, complete genome"
PP216491,156912,2026,159935,NA,NA,NA,NA,NA,NA,NA,"Anthogonium gracile chloroplast, complete genome"
PP216490,159359,2026,194507,NA,NA,NA,NA,NA,NA,NA,"Pleione limprichtii chloroplast, complete genome"
PP216489,159681,2026,1855359,NA,NA,NA,NA,NA,NA,NA,"Coelogyne protracta chloroplast, complete genome"
PP216488,160114,2026,2487923,NA,NA,NA,NA,NA,NA,NA,"Coelogyne odoratissima chloroplast, complete genome"
PP216487,160097,2026,1508132,NA,NA,NA,NA,NA,NA,NA,"Coelogyne viscosa chloroplast, complete genome"
PP216486,159344,2026,1190699,NA,NA,NA,NA,NA,NA,NA,"Coelogyne leveilleana chloroplast, complete genome"
PP216485,160244,2026,3117578,NA,NA,NA,NA,NA,NA,NA,"Coelogyne sanderae chloroplast, complete genome"
PP216484,158813,2026,2029076,NA,NA,NA,NA,NA,NA,NA,"Coelogyne missionariorum chloroplast, complete genome"
PP216483,160157,2026,862845,NA,NA,NA,NA,NA,NA,NA,"Bletilla ochracea chloroplast, complete genome"
PP190473,159486,2026,2803756,NA,NA,NA,NA,NA,NA,NA,"Coelogyne mandarinorum chloroplast, complete genome"
PP190472,159659,2026,2511915,NA,NA,NA,NA,NA,NA,NA,"Coelogyne magna chloroplast, complete genome"
PP190471,159439,2026,3445454,NA,NA,NA,NA,NA,NA,NA,"Coelogyne salmonicolor chloroplast, complete genome"
PP190470,159334,2026,1076820,NA,NA,NA,NA,NA,NA,NA,"Coelogyne pallida chloroplast, complete genome"
PP190469,160031,2026,2803759,NA,NA,NA,NA,NA,NA,NA,"Thunia pulchra chloroplast, complete genome"
PP190468,160087,2026,1844062,NA,NA,NA,NA,NA,NA,NA,"Coelogyne schultesii chloroplast, complete genome"
PP190467,158958,2026,2029076,NA,NA,NA,NA,NA,NA,NA,"Coelogyne missionariorum chloroplast, complete genome"
PP190466,159293,2026,948480,NA,NA,NA,NA,NA,NA,NA,"Coelogyne panchaseensis chloroplast, complete genome"
PP190465,157639,2026,141750,NA,NA,NA,NA,NA,NA,NA,"Coelogyne imbricata chloroplast, complete genome"
PP190464,160127,2026,947911,NA,NA,NA,NA,NA,NA,NA,"Coelogyne alba chloroplast, complete genome"
PP190463,160083,2026,233035,NA,NA,NA,NA,NA,NA,NA,"Coelogyne fusca chloroplast, complete genome"
PP190462,159887,2026,947910,NA,NA,NA,NA,NA,NA,NA,"Coelogyne punctulata chloroplast, complete genome"
PP190461,159740,2026,1855359,NA,NA,NA,NA,NA,NA,NA,"Coelogyne protracta chloroplast, complete genome"
PP190460,156487,2026,2790450,NA,NA,NA,NA,NA,NA,NA,"Glomera acutiflora chloroplast, complete genome"
PP190459,161516,2026,3117577,NA,NA,NA,NA,NA,NA,NA,"Coelogyne micrantha chloroplast, complete genome"
PP190458,159560,2026,141749,NA,NA,NA,NA,NA,NA,NA,"Coelogyne carnea chloroplast, complete genome"
PP190455,160124,2026,131144,NA,NA,NA,NA,NA,NA,NA,"Coelogyne sanderiana chloroplast, complete genome"
PP190454,160009,2026,3117583,NA,NA,NA,NA,NA,NA,NA,"Coelogyne convallariae chloroplast, complete genome"
PP190453,160318,2026,2719954,NA,NA,NA,NA,NA,NA,NA,"Coelogyne peltastes chloroplast, complete genome"
